antecedents,consequents,support,confidence,lift,leverage,conviction
CEBU,Magnitude_Micro,0.034677470520524604,0.9070649596965386,1.1195089610967044,0.003701862708905556,2.0419138125924956
Magnitude_Minor,"Depth_Surface, Time_Morning",0.012181526497539223,0.07780028943560059,1.1166623824273774,0.001272654944922508,1.0088138404825966
"Depth_Surface, Time_Morning",Magnitude_Minor,0.012181526497539223,0.17484064004162875,1.1166623824273774,0.001272654944922508,1.022136732260483
"BATANGAS, Depth_Surface",Magnitude_Micro,0.01636892623106833,0.9043565348022032,1.1161661950607633,0.0017036135710865284,1.9840910414217154
Magnitude_Micro,"BATANGAS, Depth_Surface",0.01636892623106833,0.020202698167662257,1.1161661950607633,0.0017036135710865284,1.0021459719243682
"Depth_Crust, Magnitude_Micro","SURIGAO DEL NORTE, Time_Night",0.010513817512757068,0.02729925633060341,1.1138884061434189,0.0010749747572617215,1.0028695209509204
"SURIGAO DEL NORTE, Time_Night","Depth_Crust, Magnitude_Micro",0.010513817512757068,0.4289940828402367,1.1138884061434189,0.0010749747572617215,1.0768154403778778
"Depth_Surface, Time_Morning",SURIGAO DEL SUR,0.011166399289410954,0.16027058670482633,1.110241357551968,0.0011087670336351833,1.0189514137239353
SURIGAO DEL SUR,"Depth_Surface, Time_Morning",0.011166399289410954,0.07735292270986376,1.110241357551968,0.0011087670336351833,1.008324693813406
Magnitude_Micro,ABRA,0.023184780342786704,0.028614895854307893,1.1093148540061997,0.0022846902925572586,1.0029028532482855
ABRA,Magnitude_Micro,0.023184780342786704,0.898805340829234,1.1093148540061997,0.0022846902925572586,1.8752505717643575
"Depth_Crust, Time_Afternoon, Magnitude_Micro",SURIGAO DEL SUR,0.010577262963265084,0.1600383982446517,1.1086329199931353,0.0010364467268767774,1.0186697475629456
SURIGAO DEL SUR,"Depth_Crust, Time_Afternoon, Magnitude_Micro",0.010577262963265084,0.07327180259935959,1.1086329199931353,0.0010364467268767774,1.0077474392834038
"Time_Night, OCCIDENTAL MINDORO",Magnitude_Micro,0.014945935412531383,0.8966829798803698,1.1066954141573382,0.0014409229029136907,1.8367287621124766
Magnitude_Micro,"Time_Night, OCCIDENTAL MINDORO",0.014945935412531383,0.018446428171913103,1.106695414157338,0.0014409229029136907,1.0018118236344107
